game_id,rating
2,1732.0
7,2143.0
11,1624.0
14,1641.0
27,2056.0
28,1830.0
32,2138.0
40,2318.0
41,1500.0
44,1751.0
55,2099.0
57,1500.0
60,1513.0
61,1843.0
62,1500.0
63,1735.0
65,1755.0
68,1843.0
69,1585.0
70,1864.0
78,1966.0
82,1500.0
85,1499.0
86,2195.0
90,1500.0
91,1500.0
92,1991.0
93,1627.0
94,1966.0
100,1500.0
102,2103.0
103,1762.0
107,2103.0
110,1893.0
119,1943.0
121,1659.0
125,1993.0
130,2007.0
131,1493.0
135,1626.0
137,2219.0
138,1966.0
139,2054.0
145,1755.0
151,1619.0
152,1704.0
155,1649.0
161,1697.0
162,1697.0
167,2024.0
168,1834.0
173,1388.0
175,1851.0
177,1388.0
184,1816.0
188,1843.0
191,1640.0
195,1500.0
198,1982.0
200,1935.0
201,2179.0
206,1844.0
207,2220.0
208,1500.0
212,1670.0
213,1973.0
219,1988.0
221,1641.0
223,1912.0
230,1732.0
231,1500.0
232,2243.0
235,1241.0
238,2252.0
239,1716.0
240,1967.0
243,2245.0
244,1829.0
251,1816.0
255,1858.0
256,1902.0
258,1500.0
259,1494.0
261,1807.0
262,2032.0
263,1816.0
264,2019.0
265,1902.0
269,1641.0
270,1500.0
273,2208.0
276,1310.0
278,2147.0
281,1764.0
285,1310.0
286,1500.0
288,1577.0
291,1511.0
295,1167.0
296,1500.0
305,2064.0
307,1920.0
309,1674.0
310,2084.0
312,2009.0
320,1909.0
322,1726.0
323,2037.0
324,1909.0
327,2206.0
329,1615.0
330,1612.0
333,2210.0
334,1145.0
335,2154.0
338,1577.0
342,1891.0
346,1310.0
347,1947.0
350,1980.0
351,2154.0
354,1764.0
361,1920.0
366,2254.0
369,2254.0
371,1832.0
374,2254.0
375,1658.0
376,1862.0
378,1836.0
386,1929.0
389,2059.0
398,2144.0
400,1929.0
401,2088.0
402,2092.0
403,1948.0
410,1929.0
412,1598.0
416,2044.0
418,1710.0
419,1978.0
420,1945.0
425,1816.0
428,1799.0
429,1698.0
435,1420.0
439,1831.0
441,1640.0
443,1615.0
446,1500.0
450,1905.0
451,1709.0
452,1721.0
456,2010.0
462,1752.0
463,2268.0
464,1461.0
465,1461.0
466,2150.0
469,1461.0
470,1606.0
472,1698.0
473,1929.0
476,1987.0
477,1979.0
478,1390.0
479,1671.0
481,1297.0
482,1972.0
483,1721.0
485,1930.0
487,2216.0
488,2246.0
490,1664.0
500,1871.0
508,1816.0
509,2033.0
512,1790.0
518,1868.0
520,2239.0
522,1145.0
523,2180.0
528,2012.0
530,1651.0
533,1872.0
534,1555.0
542,1262.0
544,1975.0
546,1723.0
550,2084.0
551,1930.0
559,2039.0
560,1824.0
563,1620.0
566,1500.0
569,1875.0
573,1719.0
574,1999.0
578,2084.0
579,1794.0
589,1500.0
594,1895.0
595,1916.0
599,1824.0
601,1549.0
605,1816.0
608,2160.0
610,1695.0
616,1962.0
619,2175.0
631,1678.0
633,2279.0
636,2239.0
639,1944.0
644,1942.0
647,1873.0
650,2118.0
651,2235.0
652,1696.0
655,1271.0
659,1232.0
663,1704.0
668,1999.0
672,2136.0
680,1990.0
683,1500.0
685,1913.0
688,1521.0
693,1521.0
700,2099.0
702,1500.0
703,1521.0
708,1763.0
710,2111.0
713,1664.0
714,1712.0
719,2131.0
723,1875.0
729,2273.0
730,1614.0
738,1833.0
739,1858.0
740,1704.0
741,2065.0
742,1704.0
744,2162.0
747,1500.0
748,2148.0
753,2019.0
754,1858.0
761,1640.0
762,1972.0
763,1500.0
776,1980.0
781,2001.0
782,1920.0
786,2156.0
788,1980.0
791,2098.0
793,1614.0
797,1999.0
800,1640.0
801,2011.0
811,1503.0
812,1500.0
813,2071.0
814,2131.0
815,1743.0
818,1261.0
820,2215.0
824,1991.0
828,1500.0
837,1743.0
838,1817.0
839,2031.0
842,1640.0
845,1664.0
847,1923.0
854,1773.0
858,2154.0
860,1598.0
861,2244.0
862,2273.0
867,2106.0
872,2040.0
874,1948.0
879,2244.0
883,2031.0
895,2166.0
896,1644.0
899,2037.0
900,2165.0
901,2124.0
903,1500.0
906,1876.0
907,2098.0
908,1940.0
909,1940.0
910,1640.0
913,1664.0
914,2264.0
917,1612.0
918,2204.0
919,1500.0
921,1763.0
923,1743.0
925,1964.0
926,1664.0
927,2275.0
937,2039.0
939,1232.0
951,2063.0
957,1698.0
959,2005.0
960,1743.0
965,1898.0
967,1979.0
973,2147.0
975,1939.0
977,2224.0
984,1727.0
986,1681.0
988,1880.0
990,2226.0
993,1810.0
997,1703.0
998,2259.0
1005,1376.0
1007,1939.0
1008,1664.0
1010,2105.0
