game_id,rating
2,2076.461599415542
7,1832.8397747379965
11,2016.3175743599875
14,1786.5551155576468
27,1998.8137454387781
28,2056.3545826043296
32,1914.891679710217
40,1862.4426986681601
41,1628.7022886936327
44,1611.0908333286204
55,1962.6294818570104
57,1625.954049591039
60,1791.1428171762147
61,1972.1526899790476
62,1814.7676962986257
63,1930.398408637124
65,1926.8335087370792
68,1969.7844942399763
69,1818.8064763227421
70,1885.5649863239523
78,1472.42537839575
82,1719.424842797226
85,1578.1969361017025
86,1880.6367118679266
90,1691.2844697277
91,1809.3366641202158
92,1975.2135756994746
93,2113.0787650936322
94,1467.8906419732066
100,1695.231279640534
102,1910.1844031781782
103,1686.5543653130794
107,1907.8362869630228
110,1759.201307909134
119,1937.5386729570848
121,1821.1049411539923
125,1995.4848231619626
130,1626.072008635649
131,1799.2161669998466
135,1547.6110412843734
137,2001.4849826917086
138,1450.1833527888214
139,1839.8015458203772
145,1921.4499224895712
151,1751.3739412094449
152,1753.4835712966074
155,2071.89553600751
161,1686.9166639085788
162,1691.1340870667984
167,2030.4912426086244
168,1944.2626545219775
173,1739.9062711411
175,1982.777400312372
177,1718.3886809630646
184,1405.411019972621
188,1822.9991953249066
191,1605.8710150817074
195,1941.0637175458658
198,1690.4621295658776
200,2096.0121951393517
201,1975.3076412864277
206,1927.709820003033
207,2009.5515650269897
208,1730.518316825896
212,1875.7740037866533
213,1822.1477882577472
219,1884.1121050728023
221,1830.4500834756507
223,1702.7037583455294
230,2030.2095491990042
231,1740.679232255643
232,2002.1204796719983
235,1543.859951938046
238,1898.4690905051436
239,1755.3562186217966
240,1840.5214459538531
243,1710.802625911508
244,1855.3910254120497
251,1487.0773727975668
255,2024.933211704405
256,1710.534610954589
258,1904.2190239609622
259,1681.035296926286
261,1793.0703757259969
262,2082.84068823833
263,1398.7983155404777
264,1748.4773962856395
265,1712.3576032775384
269,1826.8097609917543
270,1643.971149988392
273,1966.0588933966646
276,1564.064925214475
278,1875.6699754991996
281,2010.9992090972835
285,1572.5267184504085
286,966.3310819089071
288,1802.8691832977263
291,1513.193219996573
295,1351.3196895398794
296,1758.1273199548568
305,1783.1983919706604
307,1812.8500670648566
309,1857.3608844043185
310,1781.0307347442717
312,1660.1011014193052
320,1733.0022406942833
322,1766.3454671801949
323,1987.4356727118607
324,1731.0544099613933
327,1814.3625473502666
329,1797.6412174967088
330,1598.923514684494
333,1909.6299368099385
334,1456.1842526667199
335,1768.3656941695156
338,1803.8602514662732
342,1541.9161763159514
346,1581.9213604079685
347,1934.6364863131776
350,1820.5076832524169
351,1752.4811229510944
354,1696.3355228473092
361,1812.094233991771
366,1835.0451546816662
369,1837.1181660048544
371,1847.5518422548216
374,1835.0029272145728
375,1916.7220779127244
376,1691.3815650273466
378,1699.5212969515612
386,1828.7801312986905
389,1655.9422868647669
398,2035.269934374229
400,1827.256841112395
401,1920.5031210704026
402,1958.277543191505
403,2097.6208637411855
410,1773.464491747144
412,1601.311295337337
416,1721.4748627404472
418,1828.1383364408023
419,1846.2813314008733
420,1895.3366713558787
425,1589.9788589465081
428,1620.0215250408762
429,1532.3688623232038
435,1708.151385583775
439,1718.3885051712386
441,1674.464745725991
443,1801.1522142577778
446,1999.641763255228
450,1541.3541502968021
451,1845.8019832657305
452,2007.9654791483001
456,1687.1471568572222
462,1976.579995464212
463,1884.5718519724642
464,1828.203277901332
465,1832.2735284127618
466,2079.2646496837806
469,1832.4375105697984
470,1741.8202692352147
472,1531.17871807176
473,1770.148040658188
476,2018.2830298637598
477,1566.5743324085072
478,1347.497551676665
479,1782.4817788102562
481,1480.2160475424403
482,1718.2987307740636
483,2005.7130010899643
485,1582.9056533137862
487,1899.6581373172837
488,2068.3520076234727
490,1672.8407980625473
500,1865.942412064202
508,1599.960174972852
509,1793.78478241846
512,1735.6907461182304
518,1977.484843505565
520,1870.7915778215574
522,1477.2516179003633
