game_id,rating
2,1935.6395
7,1985.2551
11,1548.2734
14,1999.5637
27,2096.4275
28,1958.116
32,2136.9653
40,1765.1482
41,1717.9058
44,1619.0115
55,1850.3143
57,1804.1174
60,1783.6874
61,1882.8424
62,1950.7709
63,1950.2244
65,1892.717
68,1905.5939
69,1969.212
70,1751.7798
78,1511.733
82,1938.7793
85,1644.9554
86,1763.8813
90,1800.8823
91,1713.3951
92,2055.1033
93,1851.8527
94,1826.3036
100,1724.3712
102,1786.3202
103,1974.2783
107,1983.6604
110,1828.8534
119,2043.563
121,1877.0211
125,2102.8684
130,1723.1439
131,2007.0707
135,1673.7354
137,2152.28
138,1500.6577
139,2066.478
145,1894.355
151,2003.0907
152,1941.0963
155,1630.0585
161,1941.7072
162,1906.213
167,1670.7953
168,1879.9193
173,1959.9705
175,1871.3579
177,1929.9454
184,1704.3789
188,1959.7803
191,1845.7345
195,2098.7258
198,1770.3856
200,1867.3932
201,2047.9553
206,2070.5476
207,2070.3845
208,1661.2537
212,2055.959
213,1993.8466
219,1969.7758
221,1997.367
223,1606.929
230,2059.4114
231,1820.8755
232,2094.6787
235,1727.2701
238,1974.0472
239,1981.4113
240,2058.3232
243,1805.0264
244,2054.703
251,1702.5691
255,1567.0637
256,1805.5688
258,1993.0944
259,1680.6036
261,1839.2065
262,1862.7865
263,1400.6227
264,1804.2404
265,1773.7057
269,2018.3097
270,1846.8705
273,2052.117
276,1480.7429
278,1990.0801
281,2064.3894
285,1814.3872
286,1248.4572
288,1750.6356
291,1546.4884
295,1179.1
296,1672.081
305,1974.9203
307,2010.5856
309,2037.7677
310,1929.0247
312,1662.0875
320,1655.7625
322,2017.4974
323,2085.5654
324,1952.6664
327,1923.238
329,2003.202
330,1641.3495
333,2059.718
334,1572.6852
335,1882.819
338,1792.3209
342,1778.1763
346,1601.2466
347,2067.903
350,2022.1509
351,1720.1614
354,1638.727
361,1919.0088
366,1764.2771
369,1771.2458
371,2005.0027
374,2034.2501
375,1926.4374
376,1801.3994
378,1856.0709
386,1784.9618
389,1606.6152
398,2054.145
400,1963.8435
401,2071.8613
402,2079.1482
403,2157.7915
410,2007.7781
412,1626.4448
416,1677.275
418,1929.722
419,1990.8638
420,2024.9598
425,1708.0396
428,1771.6934
429,1678.5826
435,1710.6676
439,1808.5463
441,1854.2716
443,2030.4938
446,1867.3326
450,1506.8593
451,1990.9536
452,1758.4667
456,1750.4125
462,1906.0988
463,1979.7318
464,1966.4556
465,2029.3958
466,1604.9872
469,1735.8967
470,1620.7405
472,1644.4746
473,1812.6293
476,1968.4965
477,1781.3785
478,1499.5194
479,1875.7368
481,1297.9197
482,1818.6007
483,2023.8278
485,1843.4021
487,2035.7421
488,1887.4365
490,1842.1952
500,1885.5135
508,1555.7983
509,1905.0786
512,1791.4994
518,1922.3601
520,1930.9004
522,1312.6787
523,1900.5167
528,1751.1979
530,1649.0874
533,1806.6702
534,1964.6764
542,1308.4016
544,2013.7031
